UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor
Hollywood_Fletcher Street Park,3.646980547,4.79269876,2.113079407,3.353298535,3.325440587,0,1.073970862,0.903653028,2.544445443,1.01753022,3.739250916,2.001323024,0.844628136,1.964162393,0.08495671,0.758888653,1.697359446,2,2.725,-0.725,1.975194444,0.024805556,4.734442102,-0.04217279,1,tree
Hollywood_Harry Berry Park,3.263093004,2.393338356,1.753995879,2.165527972,2.25096319,2.785810107,0.756281746,1.410056277,0,0.783656233,0.183056818,0.537715923,1.58675204,0,0.066316711,0.428921176,2.763486791,5,4.752380952,0.247619048,4.939277778,0.060722222,3.284011634,-0.123196161,1,area
Hollywood_Holland Park,9.476483947,8.935472264,2.083380023,8.626885476,4.916339411,9.235432359,0.706431097,0.978880952,0.028571429,1.007431638,0.29483153,1.214560065,1.901957251,0,0,1.840238345,9.471368104,7,6.404545455,0.595454545,7.428763889,-0.428763889,2.183182778,0.602713706,1,area
Hollywood_Hollywood West Skate Park,1.396160229,1.180450494,1.515727287,0.004166667,0.072576673,0,2.122510975,1.84939788,0.025056277,0.089795635,0,0.361212052,0.266379773,0.336948551,1.304485348,0.016958874,1.892101856,3,2.6,0.4,2.954166667,0.045833333,1.438911451,0.073093851,1,mean_ndvi
Hollywood_Jefferson Park,2.894248252,3.710774281,1.697219295,2.973342796,2.446928516,2.266578796,0.404714175,0.732851787,0,0.358759158,0.617771923,0.166112179,0.430309649,0,0.041179529,0.218359668,2.091814283,5,4.335978836,0.664021164,4.911202381,0.088797619,3.180041754,-0.351839612,1,tree
Hollywood_Joe DiMaggio Park,2.553444444,2.139874292,1.880465965,1.676923951,1.207828546,1.381941225,0.850454407,1.200748238,0,0.44742119,0.365529984,0.201682803,1.533885823,0,0.049988095,0.286984613,1.660186272,3,5.846153846,-2.846153846,3.30225,-0.30225,2.886779394,-0.227173427,1,area
Hollywood_John Williams Park-Sheridan Oak Forest,3.145914141,2.171055306,1.275091769,0.526220918,0.254748016,0,3.977080267,5.812005175,0.006888889,0.060603175,0.550732323,2.86471355,2.889205156,1.502464064,0.64916879,0.010166667,2.24440608,6,1,5,5.8485,0.1515,3.074519032,-0.699076307,1,mean_ndwi
Hollywood_Keating Park,2.260176074,1.488011558,1.845623932,1.455812743,1.557759824,1.025435315,0.580442932,0.909494075,0.008166667,0.512761905,0.295212232,0.197329726,1.711119727,0,0.054041667,0.38245628,1.829577964,4,5.12,-1.12,4.093970238,-0.093970238,2.871148127,-0.220528556,1,area
Hollywood_Lincoln Park,3.624764832,3.290536158,4.70878935,3.95540812,2.944894744,1.714198801,0.875363581,0.914016262,0.567736999,0.206605089,0.745435897,0.020003288,0.252733877,0,0.083342893,0.935202589,4.106166653,5,3.5,1.5,4.946959957,0.053040043,3.496480871,0.352503542,1,grassland
Hollywood_Montella Park,1.062044192,0.756811508,1.485219697,0,0.050943182,0,1.878058039,1.602212981,0.031624098,0.086995851,0,0.320581002,0.36877492,0.984874958,0.604388112,0.035525974,1.766848443,4,3.991666667,0.008333333,4.016361111,-0.016361111,1.375262573,0.017669591,1,mean_ndvi
Hollywood_Oak Lake Park,5.420062535,2.983565684,2.144382007,2.013399573,0.825120047,0,2.473526252,8.035147755,0.232877165,0.147343615,0.508135823,2.448151904,1.790007604,0.936993271,0.230886919,1.469641817,1.939021923,5,5,0,4.967402778,0.032597222,3.26074992,0.117580563,1,mean_ndwi
Hollywood_Oakridge Park & Dog Park,5.22848428,2.163261558,1.545800283,3.61796448,1.545910936,0,1.477122072,3.885660021,2.043399517,0.227753427,0.238538226,0.291744505,0.493629884,0.132439699,0.333375916,0.457761502,3.577487027,4,4.75,-0.75,4.059416667,-0.059416667,2.9275552,0.304540054,1,area
Hollywood_Poinciana Park & Poinciana Dog Park,0.638177836,0.475896048,0.674582293,0.064205295,0.165843171,0,0.281334166,0.687587371,0.301334235,0.1699059,0.131546981,0.082728452,0.483031399,0,0.056806901,0.031845973,1.054230755,4,4.25952381,-0.25952381,4.058820513,-0.058820513,1.288755373,-0.146773848,1,Biodiversity
